"id","nama_agency","pagu","hps","harga_penawaran","nama_pemenang","pemenang_2","harga_penawaran_2",cluster
3435011,'Sekretariat Jenderal Kementerian Keuangan',825000000,795143580,715334070,'PT. BINA SERVICE','CV. INDO SERVICE UTAMA',636173560,C0
3435011,'Sekretariat Jenderal Kementerian Keuangan',825000000,795143580,715334070,'PT. BINA SERVICE','PT. PRATAMA DATAMAKSIMA',717979680,C0
3438011,'LPSE Kementerian Keuangan Jawa Barat',478170000,438322500,368118300,'PT. Masadenta','Metro Security Delta 311',420256100,C0
3438011,'LPSE Kementerian Keuangan Jawa Barat',478170000,438322500,368118300,'PT. Masadenta','PT. CIPTA ANUGRAH CENTRAL',398420080,C0
3439011,'Lembaga Sandi Negara',280800,280800,2049840000,'PT AGUSTINA SAKTI','CV. SIDODADI KATERING',235872,C0
3439011,'Lembaga Sandi Negara',280800,280800,2049840000,'PT AGUSTINA SAKTI','PT CIPTA SARINA VIDI',242611,C0
3440011,'Badan Pendidikan dan Pelatihan Keuangan',997838000,997838000,601974400,'CV. BELLA KREATIVINDO','CV. SARANA USAHA',785184000,C0
3440011,'Badan Pendidikan dan Pelatihan Keuangan',997838000,997838000,601974400,'CV. BELLA KREATIVINDO','CV. ULFAH',766958400,C0
3440011,'Badan Pendidikan dan Pelatihan Keuangan',997838000,997838000,601974400,'CV. BELLA KREATIVINDO','PT. CAKRA WREDHI PRATAMA',732838400,C0
3440011,'Badan Pendidikan dan Pelatihan Keuangan',997838000,997838000,601974400,'CV. BELLA KREATIVINDO','PT.Mitra Setia Sejahtera',760123544,C0
3442011,'Direktorat Jenderal Pajak',2100414635,2100414635,1647527090,'CV. Citra Gemilang Mandiri','PT. Lestarijaya Ekapertiwi',1688019850,C0
3442011,'Direktorat Jenderal Pajak',2100414635,2100414635,1647527090,'CV. Citra Gemilang Mandiri','PT.Airmas Prima',1704539810,C0
3443011,'LPSE Kementerian Keuangan Jawa Barat',318090000,318090000,277821000,'CV.PRABU JAYA','CV. PRATAMA',252576000,C0
3444011,'PUSDIKLATWAS BPKP',418500000,75000,74000,'PT. Intirasa Boga Utama','PT. Permata Lido',74000,C0
3445011,'Badan Pendidikan dan Pelatihan Keuangan',229800000,229155025,226961298,'CV INTI GANA MANDIRI','CV Grafikana Lyssa',228512785,C0
3449011,'Direktorat Kesehatan Ikan dan Lingkungan Kementerian Kelautan Perikanan',1517500000,1517500000,1430660000,'CV. Nirwana Indah','CV. Tetra Prima',1462979100,C0
3449011,'Direktorat Kesehatan Ikan dan Lingkungan Kementerian Kelautan Perikanan',1517500000,1517500000,1430660000,'CV. Nirwana Indah','PT. PERKASA CITRA UNGGUL',1357059000,C0
3450011,'Badan Kepegawaian Negara',793155000,793155000,735680000,'PT. CIPTA SAGITA UTAMA','PT CANDRACA JALA SENA',748748300,C0
3451011,'LPSE Kementerian Keuangan Kalimantan Selatan',409860000,375705000,365904000,'PT CANDRACA JALA SENA','PT.YAZA PRATAMA',362898000,C0
3452011,'Direktorat Jenderal Bea dan Cukai',14706700,14699476,12683462,'PT. PEMBANGUNAN PERUMAHAN (Persero) Tbk','PT. Waskita Karya',12999400,C0
3456011,'Kementerian Sekretariat Negara',1000000000,866800000,608300000,'PT. DELTA SINKRON LESTARI','PT. Galaxy Automation Indonesia',782430000,C0
3456011,'Kementerian Sekretariat Negara',1000000000,866800000,608300000,'PT. DELTA SINKRON LESTARI','PT. TRIMULIA NUGRAHA',621995000,C0
3467011,'PUSDIKLATWAS BPKP',410400000,405000000,74000,'PT. Permata Lido','PT. Intirasa Boga Utama',74000,C0
3468011,'Badan Pendidikan dan Pelatihan Keuangan',158000000,157746600,86810460,'CV. DYNA MANDIRI','CV INFOMEDIKA',118346250,C0
3471011,'BIRO UMUM BPKP',1075000000,1074942000,1022806000,'PT MITRA MEDIA SEJAHTERA','CV MENARA SINAR MANDIRI',1023640200,C0
3472011,'LPSE Kementerian Keuangan Jawa Timur',105000000,105000000,66990000,'CV. KELVIN JAYA','CV. GLOBAL TERBIT SUKSES',86625000,C0
3483011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',927300000,927300000,707310000,'CV. ANNISA','cv. glory',751618500,C0
3483011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',927300000,927300000,707310000,'CV. ANNISA','CV.KARTIKA PASTI',715440000,C0
3484011,'Badan Pendidikan dan Pelatihan Keuangan',142500000,142500000,87780000,'CV. DYNA MANDIRI','CV. PRADHA',106875000,C0
3487011,'Direktorat Jenderal Pajak',1023105,943492,817367,'PT. FAJAR MEKAR INDAH','PT. GADA RAJAWALI DUNIA',771760,C0
3489011,'Direktorat Jenderal Perbendaharaan',230000,226894,1997022500,'PT. Pura Barutama','PT. JASUINDO TIGA PERKASA Tbk',2120772500,C0
3493011,'Badan Pendidikan dan Pelatihan Keuangan',264000000,224400000,155760000,'CV. Tulip Mitra Bersama','CV. MUTIARA AMARTA CITRA',170280000,C0
3497011,'Kementerian Kelautan dan Perikanan',89600000,89578500,0,'HUDA TATA SARANA','PT. NUSANTARA CITRA KONSULTAN',75652500,C0
3498011,'PUSDIKLATWAS BPKP',112500000,112500000,99739640,'PT. MUTIARA MURNI MANDIRI','CV. Alabkim Scientific',100650000,C0
3498011,'PUSDIKLATWAS BPKP',112500000,112500000,99739640,'PT. MUTIARA MURNI MANDIRI','CV. KARYA PUTRI MANDIRI',110000000,C0
3498011,'PUSDIKLATWAS BPKP',112500000,112500000,99739640,'PT. MUTIARA MURNI MANDIRI','YADIO YATIM ABADI',103125000,C0
3500011,'Badan Kepegawaian Negara',556820000,556820000,555280000,'PT. Solusi Integrasi Utama','PT. MULTISOFT JAVA TECHNOLOGIES',556100000,C0
3500011,'Badan Kepegawaian Negara',556820000,556820000,555280000,'PT. Solusi Integrasi Utama','PT. Sisindokom Lintasbuana',611820000,C0
3505011,'LPSE Kementerian Keuangan Jawa Timur',500000000,500000000,0,'CV. KUMARA ASSOCIATES','CV. WAHANA BHAKTI CONSULTANT',475000000,C0
3506011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',152175000,151733250,127971800,'CV. SIPATUO','CV. ARINA UTAMA',131843745,C0
3506011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',152175000,151733250,127971800,'CV. SIPATUO','KPN BAJI ARTHA',143154330,C0
3507011,'Lembaga Sandi Negara',480000000,480000000,224812500,'PT. Cyber Network Indonesia','PT. NetToCyber Indonesia',439835000,C0
3508011,'Pusat Pendidikian dan Pelatihan Pegawai',792200000,792200000,589020000,'CV. Dewi Catering Service','PT. Intirasa Boga Utama',653520000,C0
3512011,'Kementerian Kelautan dan Perikanan',1003104000,969516000,915829540,'CV. Surya Timur Cemerlang','CV. BAHARI MANDIRI',950513880,C0
3512011,'Kementerian Kelautan dan Perikanan',1003104000,969516000,915829540,'CV. Surya Timur Cemerlang','CV.Rumbia Agung',929192100,C0
3518011,'Badan Pendidikan dan Pelatihan Keuangan',376925000,354384950,336360640,'CV MENTARI BUNGA LAISA','CV. Kencana Jaya',441367636,C0
3518011,'Badan Pendidikan dan Pelatihan Keuangan',376925000,354384950,336360640,'CV MENTARI BUNGA LAISA','cv.REDY\'S',347563000,C0
3520011,'LPSE Kementerian Keuangan Banten',563086000,563086000,523550940,'CV. SINAR BAHAGIA','CV. DANISWARA',530695000,C0
3520011,'LPSE Kementerian Keuangan Banten',563086000,563086000,523550940,'CV. SINAR BAHAGIA','PT. PUSAKA BUNDA',495403040,C0
3521011,'LPSE Kementerian Keuangan Jawa Barat',400005422,400005422,303081405,'PT. Masadenta','CV. SAMI DJAYA',319996000,C0
3521011,'LPSE Kementerian Keuangan Jawa Barat',400005422,400005422,303081405,'PT. Masadenta','PT.CITRA UTAMA SINERGI',320761222,C0
3535011,'Direktorat Jenderal Anggaran',457875000,457875000,340659000,'CV. DUA PUTRA PRIMA','CV. AMORANDA PRATAMA',417300000,C0
3535011,'Direktorat Jenderal Anggaran',457875000,457875000,340659000,'CV. DUA PUTRA PRIMA','CV. Dokumindo Bangun Sejahtera',423699210,C0
3535011,'Direktorat Jenderal Anggaran',457875000,457875000,340659000,'CV. DUA PUTRA PRIMA','cv. glory sentosa',435164400,C0
3535011,'Direktorat Jenderal Anggaran',457875000,457875000,340659000,'CV. DUA PUTRA PRIMA','CV. RICHARDO JAYA',396702900,C0
3535011,'Direktorat Jenderal Anggaran',457875000,457875000,340659000,'CV. DUA PUTRA PRIMA','CV. SUMBER SETIA ABADI',433003230,C0
3535011,'Direktorat Jenderal Anggaran',457875000,457875000,340659000,'CV. DUA PUTRA PRIMA',CV.Mariska,421245000,C0
3535011,'Direktorat Jenderal Anggaran',457875000,457875000,340659000,'CV. DUA PUTRA PRIMA','PT. Perwira Sentra Officindo',434798100,C0
3535011,'Direktorat Jenderal Anggaran',457875000,457875000,340659000,'CV. DUA PUTRA PRIMA','PT. SUMBER BERKAT USAHA MANDIRI',432234000,C0
3535011,'Direktorat Jenderal Anggaran',457875000,457875000,340659000,'CV. DUA PUTRA PRIMA','PT.RAJAWALI AGUNG PERKASA',439193700,C0
3535011,'Direktorat Jenderal Anggaran',457875000,457875000,340659000,'CV. DUA PUTRA PRIMA','Pulau Candi Utama',415017900,C0
3537011,'LPSE Kementerian Keuangan Ambon',200000000,168000000,167000000,'CV. MAHAKAM','CV. PERDANA HUTAMA',167652000,C0
3537011,'LPSE Kementerian Keuangan Ambon',200000000,168000000,167000000,'CV. MAHAKAM','PT.Citra Maluku Sejati',167427000,C0
3539011,'PUSDIKLATWAS BPKP',602500000,601546000,347616500,'CV .Anugrah','CV. CHARLES MARPA PRIMA',552350000,C0
3539011,'PUSDIKLATWAS BPKP',602500000,601546000,347616500,'CV .Anugrah','CV. DUA PUTRA PRIMA',429310000,C0
3539011,'PUSDIKLATWAS BPKP',602500000,601546000,347616500,'CV .Anugrah','CV. Kencana Jaya',593267840,C0
3539011,'PUSDIKLATWAS BPKP',602500000,601546000,347616500,'CV .Anugrah','PT. ALATSHCO INDONESIA',514800000,C0
3539011,'PUSDIKLATWAS BPKP',602500000,601546000,347616500,'CV .Anugrah','PT. HARTOMO JAYA MANDIRI',500500000,C0
3539011,'PUSDIKLATWAS BPKP',602500000,601546000,347616500,'CV .Anugrah','PT.ABIR KREASI UTAMA',375593350,C0
3539011,'PUSDIKLATWAS BPKP',602500000,601546000,347616500,'CV .Anugrah','PT.BUMI TIMUR NUSARAYA MANDIRI',553780000,C0
3539011,'PUSDIKLATWAS BPKP',602500000,601546000,347616500,'CV .Anugrah','PT.SOPIN SEJAHTERA',593900000,C0
3539011,'PUSDIKLATWAS BPKP',602500000,601546000,347616500,'CV .Anugrah','roland putra perdana',550410750,C0
3556011,'BIRO HUKUM DAN HUMAS BPKP',560000000,556230400,523600000,'PT. PESAGIMANDIRI PERKASA','CV. DWICITRA GRAFINDO',303226000,C0
3556011,'BIRO HUKUM DAN HUMAS BPKP',560000000,556230400,523600000,'PT. PESAGIMANDIRI PERKASA','CV. SURYA THEMA MANDIRI',544500000,C0
3557011,'Direktorat Jenderal Pajak',1098380750,514629039,491092800,'CV. PANCORAN TIRTA SIUSAR','CV. AKMALINDU KURNIATAMA',504143500,C0
3558011,'Direktorat Jenderal Pajak',349346200,349060910,328934849,'barokah abadi','Gaya Tehnik',279279000,C0
3559011,'Bapepam - LK',349250,325534,245778,'ASRICITRA PRATAMA','ACCESS MICRO SISTEM',298404,C0
3559011,'Bapepam - LK',349250,325534,245778,'ASRICITRA PRATAMA','CV. SOTARDUGA JAYA',310580,C0
3559011,'Bapepam - LK',349250,325534,245778,'ASRICITRA PRATAMA','PT NUSANTARA COMPNET INTEGRATOR',318000,C0
3559011,'Bapepam - LK',349250,325534,245778,'ASRICITRA PRATAMA','PT. ASTRA GRAPHIA TBK',267749,C0
3559011,'Bapepam - LK',349250,325534,245778,'ASRICITRA PRATAMA','PT. GAJAH JAYA',323782,C0
3559011,'Bapepam - LK',349250,325534,245778,'ASRICITRA PRATAMA','PT. Khatulistiwa Jayasakti Abadi',271051,C0
3559011,'Bapepam - LK',349250,325534,245778,'ASRICITRA PRATAMA','PT. NANO INFORMATION TECHNOLOGY',275070,C0
3559011,'Bapepam - LK',349250,325534,245778,'ASRICITRA PRATAMA','PT. Nata Solusi Pratama',298657,C0
3560011,'Kementerian Kelautan dan Perikanan',250000000,249964000,0,'PT. INAME UTAMA','PT. ABDI NUSA KREASI',243265000,C0
3560011,'Kementerian Kelautan dan Perikanan',250000000,249964000,0,'PT. INAME UTAMA','PT. CAKRA BUANA AGHNA',224675000,C0
3560011,'Kementerian Kelautan dan Perikanan',250000000,249964000,0,'PT. INAME UTAMA','PT. TULADA KONSULA',245025000,C0
3561011,'Kementerian Kelautan dan Perikanan',300000000,299948000,0,'PT.AZEVEDOPRATAMA CONSULTANTS','PT.SUMAPLAN ADICIPTA PERSADA',259039000,C0
3565011,'PUSINFOWAS BPKP',125262500,125262500,88563200,'PT. Telekomunikasi Indonesia Tbk.','PT. INDONESIA COMNETS PLUS',94600000,C0
3566011,'Kementerian Kelautan dan Perikanan',300000000,299970000,0,'PT. BINA MITRA WAHANA','PT. SUGITEK INDO TAMA',295163000,C0
3567011,'Direktorat Jenderal Pajak',1173100000,823284000,681120000,'PT MULTIDA CITRAMASCORP','PT. TIGA PULUH JUNI',699930000,C0
3568011,'Direktorat Jenderal Pajak',215050,1744479000,0,'CV TIDAR MEDIASENI GRAPHIC','CV. Agung Makmur',1443750000,C0
3568011,'Direktorat Jenderal Pajak',215050,1744479000,0,'CV TIDAR MEDIASENI GRAPHIC','CV. MECOSUPRIN KREASI',1070850000,C0
3568011,'Direktorat Jenderal Pajak',215050,1744479000,0,'CV TIDAR MEDIASENI GRAPHIC','CV. SURYA THEMA MANDIRI',1742400000,C0
3568011,'Direktorat Jenderal Pajak',215050,1744479000,0,'CV TIDAR MEDIASENI GRAPHIC','PT. Trisakti Mustika Graphika',817492500,C0
3568011,'Direktorat Jenderal Pajak',215050,1744479000,0,'CV TIDAR MEDIASENI GRAPHIC','pt.stacopa raya',1139985000,C0
3569011,'Kementerian Kelautan dan Perikanan',500000000,499961000,0,'PT. Bumi Harmoni Indoguna','PT. CIRIAJASA ENGINEERING CONSULTANS',475220075,C0
3569011,'Kementerian Kelautan dan Perikanan',500000000,499961000,0,'PT. Bumi Harmoni Indoguna','PT. GemaCitra ObjekLestari',484275000,C0
3569011,'Kementerian Kelautan dan Perikanan',500000000,499961000,0,'PT. Bumi Harmoni Indoguna','PT. INAME UTAMA',432938000,C0
3570011,'Kementerian Kelautan dan Perikanan',700000000,699682500,0,'PT.SUMAPLAN ADICIPTA PERSADA','PT. MULTI BINA KREASI',672622500,C0
3570011,'Kementerian Kelautan dan Perikanan',700000000,699682500,0,'PT.SUMAPLAN ADICIPTA PERSADA','PT. PROPERINDO JASATAMA',636625000,C0
3573011,'LPSE Kementerian Keuangan Sumatera Selatan',517500000,515372000,475709000,'CV. MEGA UTAMA','CV. SURYA FAJAR CEMERLANG',479575000,C0
3573011,'LPSE Kementerian Keuangan Sumatera Selatan',517500000,515372000,475709000,'CV. MEGA UTAMA','cv.kijing mulia pertiwi',501462000,C0
3581011,'Kementerian Kelautan dan Perikanan',415000000,414130000,0,'PT. PILLAR NUGRAHA','GAPURA NIRWANA AGUNG KONSULTAN',402792500,C0
3581011,'Kementerian Kelautan dan Perikanan',415000000,414130000,0,'PT. PILLAR NUGRAHA','PT. JAKARTA KONSULTINDO',391655000,C0
3581011,'Kementerian Kelautan dan Perikanan',415000000,414130000,0,'PT. PILLAR NUGRAHA','PT. PROPERINDO JASATAMA',403287500,C0
3587011,'Kementerian Kelautan dan Perikanan',500000000,499575000,0,'PT. GALIH KARSA UTAMA','PT. JAKARTA KONSULTINDO',481305000,C0
3588011,'Kementerian Kelautan dan Perikanan',410000000,409630000,0,'PT. MULTI BINA KREASI','GAPURA NIRWANA AGUNG KONSULTAN',401692500,C0
3588011,'Kementerian Kelautan dan Perikanan',410000000,409630000,0,'PT. MULTI BINA KREASI','PT. JAKARTA KONSULTINDO',394625000,C0
3588011,'Kementerian Kelautan dan Perikanan',410000000,409630000,0,'PT. MULTI BINA KREASI','PT. PROPERINDO JASATAMA',400482500,C0
3590011,'Kementerian Kelautan dan Perikanan',675000,675000,649500,'PT.TIPAR RAYA DHARMA','digo mitra slogan',658047,C0
3590011,'Kementerian Kelautan dan Perikanan',675000,675000,649500,'PT.TIPAR RAYA DHARMA','indah utama jaya mandiri',664796,C0
3590011,'Kementerian Kelautan dan Perikanan',675000,675000,649500,'PT.TIPAR RAYA DHARMA','PT. MENGGALANG TEGUH BERKARYA',661421,C0
3590011,'Kementerian Kelautan dan Perikanan',675000,675000,649500,'PT.TIPAR RAYA DHARMA','PT. MIANDO JAYA LESTARI',668170,C0
3596011,'Kementerian Kelautan dan Perikanan',1174980,1174500,1163250,'PT. TEGUH ARDIANTA','PT.BANGUN NUSA RAYA',1164900,C0
3596011,'Kementerian Kelautan dan Perikanan',1174980,1174500,1163250,'PT. TEGUH ARDIANTA','Putra Utara Mandiri',1159999,C0
3601011,'Kementerian Kelautan dan Perikanan',450000000,449550000,0,'PT. GemaCitra ObjekLestari','PT. Bumi Harmoni Indoguna',426360000,C0
3613011,'Kantor Regional V BKN Jakarta',294915000,246675000,218668450,'PT CANDRACA JALA SENA','PT. MANUNGGAL KARYA SERVER',235500000,C0
3615011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',315000000,313914500,298177000,'CV.Puncak Harapan','CV. MITRA GLOBALINDO',308181644,C0
3615011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',315000000,313914500,298177000,'CV.Puncak Harapan','KPN Daya Makmur',281050000,C0
3619011,'LPSE Kementerian Keuangan Bengkulu',61000000,60995000,0,'PT.IDEAL DESAIN ENGINEERING','CV. Arsindo',60500000,C0
3619011,'LPSE Kementerian Keuangan Bengkulu',61000000,60995000,0,'PT.IDEAL DESAIN ENGINEERING','CV.PARAMALOKA Consultant',60750000,C0
3623011,'Kementerian Kelautan dan Perikanan',323550000,323550000,0,'PT. ANDALAN REREKA CONSULTINDO','PT. MIRANTHI KONSULTAN PERMAI',285500000,C0
3623011,'Kementerian Kelautan dan Perikanan',323550000,323550000,0,'PT. ANDALAN REREKA CONSULTINDO','PT. PILAR ARTHA NUGRAHA',315000000,C0
3642011,'Kementerian Kelautan dan Perikanan',200000000,197450000,0,'PT. Cinipta Triutama Jaya','PT. Adfinbureau Indonesia',192692500,C0
3642011,'Kementerian Kelautan dan Perikanan',200000000,197450000,0,'PT. Cinipta Triutama Jaya','PT. SUGITEK INDO TAMA',193380000,C0
3647011,'Kementerian Kelautan dan Perikanan',750000000,750000000,0,'PT. INAME UTAMA','CIDES PERSADA CONSULTANT',728919840,C0
3647011,'Kementerian Kelautan dan Perikanan',750000000,750000000,0,'PT. INAME UTAMA','Multidecon Internal',717200000,C0
3647011,'Kementerian Kelautan dan Perikanan',750000000,750000000,0,'PT. INAME UTAMA','PT. CAKRA BUANA AGHNA',615725000,C0
3647011,'Kementerian Kelautan dan Perikanan',750000000,750000000,0,'PT. INAME UTAMA','PT. Permata Marga Kreasi',722865000,C0
3647011,'Kementerian Kelautan dan Perikanan',750000000,750000000,0,'PT. INAME UTAMA','PT. PILLAR NUGRAHA',672650000,C0
3651011,'Kementerian Kelautan dan Perikanan',639350000,639350000,0,'PT INDOTAMA MAHESA KARYA','PT. CAKRA BUANA AGHNA',607170000,C0
3651011,'Kementerian Kelautan dan Perikanan',639350000,639350000,0,'PT INDOTAMA MAHESA KARYA','PT. INAME UTAMA',607170000,C0
3655011,'Perwakilan BPKP Provinsi Jawa Tengah',314000000,308605000,0,'CV. MEDIA GLOBAL','CV. Mumtaz',296296000,C0
3655011,'Perwakilan BPKP Provinsi Jawa Tengah',314000000,308605000,0,'CV. MEDIA GLOBAL','CV. Solusi Arya Prima',279279000,C0
3663011,'Sekretariat Wakil Presiden',584181000,584040539,502791410,'CV. Citra Gemilang Mandiri','CV Tujuh Utama',517000000,C0
3663011,'Sekretariat Wakil Presiden',584181000,584040539,502791410,'CV. Citra Gemilang Mandiri','PT. Lestarijaya Ekapertiwi',518507000,C0
3664011,'Kementerian Kelautan dan Perikanan',1540000,1540000,1339800,'PT. Chokki Karya','PT. SUMATERA INDAH INDONESIA',1309000,C0
3671011,'Sekretariat Wakil Presiden',456601000,456582500,307268610,'CV. Citra Gemilang Mandiri','CV Tujuh Utama',330000000,C0
3671011,'Sekretariat Wakil Presiden',456601000,456582500,307268610,'CV. Citra Gemilang Mandiri','PT. Lestarijaya Ekapertiwi',363476300,C0
3674011,'Direktorat Kesehatan Ikan dan Lingkungan Kementerian Kelautan Perikanan',1300000000,1300000000,1114000000,'PT. PERKASA CITRA UNGGUL','CV. AGRO METAMORF',1120000000,C0
3674011,'Direktorat Kesehatan Ikan dan Lingkungan Kementerian Kelautan Perikanan',1300000000,1300000000,1114000000,'PT. PERKASA CITRA UNGGUL','pt. era cipta karya persada',1200000000,C0
3689011,'Direktorat Kesehatan Ikan dan Lingkungan Kementerian Kelautan Perikanan',480000000,480000000,455000000,'pt. era cipta karya persada','PT. DWI MEGAH LESTARI',455000000,C0
3689011,'Direktorat Kesehatan Ikan dan Lingkungan Kementerian Kelautan Perikanan',480000000,480000000,455000000,'pt. era cipta karya persada','PT. PERKASA CITRA UNGGUL',455000000,C0
3690011,'Badan Pengembangan SDM Kelautan dan Perikanan (BPSDMKP)',336000000,336000000,155680000,'CV. SIDODADI KATERING','CV. Tulip Mitra Bersama',166800000,C0
3690011,'Badan Pengembangan SDM Kelautan dan Perikanan (BPSDMKP)',336000000,336000000,155680000,'CV. SIDODADI KATERING','PT. CAKRA WREDHI PRATAMA',210168000,C0
3691011,'Direktorat Jenderal Perimbangan Keuangan',584100000,532522100,363000000,'CV. PROCOMP','cv. glory sentosa',476475984,C0
3700011,'Direktorat Jenderal Kekayaan Negara',132332660,129842000,0,'CV. Manggala Cipta Pratama','CV. AKBAR JAYA CONSULTANT',129462000,C0
3700011,'Direktorat Jenderal Kekayaan Negara',132332660,129842000,0,'CV. Manggala Cipta Pratama','CV. GUPETA WIRA UTAMA',128982000,C0
3701011,'Sekretariat Jenderal Kementerian Keuangan',327402,326928,268188,'PT LIMAWIRA WISESA','PT. Linkadata Citra Mandiri',323657,C0
3701011,'Sekretariat Jenderal Kementerian Keuangan',327402,326928,268188,'PT LIMAWIRA WISESA','PT. PERNADI WIRAPERKASA',309699,C0
3702011,'LPSE Kementerian Keuangan Sumatera Selatan',223888500,223888500,221908500,'cv. cahaya persada','CV. ANUGRAH ABADI',217107000,C0
3702011,'LPSE Kementerian Keuangan Sumatera Selatan',223888500,223888500,221908500,'cv. cahaya persada','CV. Cipta Bangun Persada',222428250,C0
3706011,'Kementerian Kelautan dan Perikanan',293535000,293535000,0,'PT. Arenco Centra','PT. SUGITEK INDO TAMA',287738000,C0
3707011,'Kementerian Kelautan dan Perikanan',307945000,307945000,0,'PT. ECOPLAN REKABUMI INTERCONSULT','PT. Cinipta Triutama Jaya',300234000,C0
3707011,'Kementerian Kelautan dan Perikanan',307945000,307945000,0,'PT. ECOPLAN REKABUMI INTERCONSULT','PT. SUGITEK INDO TAMA',303314000,C0
3717011,'Kementerian Kelautan dan Perikanan',1415950000,1415950000,1321300000,'CV. Deviany Gemilang','CV. HAPELA INDAH PERMAI',1344760000,C0
3717011,'Kementerian Kelautan dan Perikanan',1415950000,1415950000,1321300000,'CV. Deviany Gemilang','CV. RIZKY GEMILANG',1287030000,C0
3720011,'Direktorat Jenderal Bea dan Cukai',449671600,449000000,0,'PT. BAHANA NUSANTARA','PT. ARYATAMA DUTA CIPTA',382690000,C0
3720011,'Direktorat Jenderal Bea dan Cukai',449671600,449000000,0,'PT. BAHANA NUSANTARA','PT. NUSANTARA CITRA KONSULTAN',319687500,C0
3724011,'Kejaksaan Agung R.I.',2064800000,2036323392,0,'PT. Trivan Rosila Utama','PT. QUANTUM HRM INTERNASIONAL',1687125000,C0
3724011,'Kejaksaan Agung R.I.',2064800000,2036323392,0,'PT. Trivan Rosila Utama','pt. sandika citra cendekia',1950358850,C0
3728011,'LPSE Kementerian Keuangan Sumatera Selatan',165000000,165000000,156816000,'CV. Mandala Mas','CV. Dela',164366000,C0
3728011,'LPSE Kementerian Keuangan Sumatera Selatan',165000000,165000000,156816000,'CV. Mandala Mas','CV. Sahabat sejati',163955000,C0
3733011,'LPSE Kementerian Keuangan Yogyakarta',106950000,102200000,85767000,'CV. Desada Theamada','CV. PUTRA MANDIRI',75653600,C0
3733011,'LPSE Kementerian Keuangan Yogyakarta',106950000,102200000,85767000,'CV. Desada Theamada','POTENSINDO GLOBAL',89756975,C0
3733011,'LPSE Kementerian Keuangan Yogyakarta',106950000,102200000,85767000,'CV. Desada Theamada','PT TRIJAYA UTAMA SAKTI',86864550,C0
3734011,'Kementerian Kelautan dan Perikanan',160000000,159995000,0,'PT.Sea Tech Indonesia','PT. Mega Ocean Jaya',158207500,C0
3737011,'Bapepam - LK',1500000000,1485000000,266680000,'PT. Saka Mitra Kompetensi','CV Grafindo Media',440000000,C0
3737011,'Bapepam - LK',1500000000,1485000000,266680000,'PT. Saka Mitra Kompetensi','CV. ADHAMIR PUTERA',869000000,C0
3737011,'Bapepam - LK',1500000000,1485000000,266680000,'PT. Saka Mitra Kompetensi','CV. DWICITRA GRAFINDO',608300000,C0
3737011,'Bapepam - LK',1500000000,1485000000,266680000,'PT. Saka Mitra Kompetensi','CV. Kencana Jaya',401500000,C0
3737011,'Bapepam - LK',1500000000,1485000000,266680000,'PT. Saka Mitra Kompetensi','cv. kintari grafika',814000000,C0
3737011,'Bapepam - LK',1500000000,1485000000,266680000,'PT. Saka Mitra Kompetensi','CV. SURYA THEMA MANDIRI',522500000,C0
3737011,'Bapepam - LK',1500000000,1485000000,266680000,'PT. Saka Mitra Kompetensi','CV. Titipan Ekspres Indonesia',346500000,C0
3737011,'Bapepam - LK',1500000000,1485000000,266680000,'PT. Saka Mitra Kompetensi','CV.TAMAN AKSARA JAYA',285463200,C0
3737011,'Bapepam - LK',1500000000,1485000000,266680000,'PT. Saka Mitra Kompetensi','Jasa Grafika Indonesia',1259500000,C0
3737011,'Bapepam - LK',1500000000,1485000000,266680000,'PT. Saka Mitra Kompetensi','PT BINABAR GRAFISCONT',486200000,C0
3737011,'Bapepam - LK',1500000000,1485000000,266680000,'PT. Saka Mitra Kompetensi','PT PERMATA PERSADA NUSANTARA PRIMA',660000000,C0
3737011,'Bapepam - LK',1500000000,1485000000,266680000,'PT. Saka Mitra Kompetensi','PT. HARTOMO JAYA MANDIRI',476300000,C0
3737011,'Bapepam - LK',1500000000,1485000000,266680000,'PT. Saka Mitra Kompetensi','PT. PERCETAKAN PAS',306570000,C0
3750011,'Sekretariat Jenderal Kementerian Keuangan',301450000,301450000,263890000,'PT.PERSADA SENTRA SERVISINDO','CV. Duta Bisma Sejahtera',283946575,C0
3750011,'Sekretariat Jenderal Kementerian Keuangan',301450000,301450000,263890000,'PT.PERSADA SENTRA SERVISINDO','CV.Mekar Carano Batirai',279070000,C0
3751011,'Badan Pengembangan SDM Kelautan dan Perikanan (BPSDMKP)',1671355000,1664324035,1530648550,'CV. JEMBAR USAHA','CV. BUDI MAKMUR',1580871500,C0
3751011,'Badan Pengembangan SDM Kelautan dan Perikanan (BPSDMKP)',1671355000,1664324035,1530648550,'CV. JEMBAR USAHA','CV. HOGGI PRATAMA',1331620800,C0
3751011,'Badan Pengembangan SDM Kelautan dan Perikanan (BPSDMKP)',1671355000,1664324035,1530648550,'CV. JEMBAR USAHA','CV. TRI MURNI',1497161250,C0
